playerId,birthDate
8469844,1982-09-09
8469919,1981-12-02
8469920,1979-05-21
8469992,1980-10-03
8470004,1978-02-01
8470005,1978-10-28
8470018,1981-08-31
8470039,1984-05-16
8470041,1984-06-16
8470047,1984-03-20
8470054,1982-11-26
8470058,1982-09-10
8470061,1984-04-21
8470063,1983-01-06
8470064,1984-05-26
8470065,1982-01-06
8470072,1982-09-14
8470085,1984-09-12
8470086,1982-12-20
8470101,1982-03-22
8470104,1983-01-10
8470105,1983-10-07
8470110,1983-10-09
8470113,1982-11-21
8470119,1983-06-28
8470120,1984-03-03
8470121,1983-05-13
8470123,1984-04-15
8470131,1983-06-22
8470136,1982-12-17
8470137,1983-09-19
8470144,1984-04-24
8470151,1983-09-27
8470152,1983-12-05
8470153,1984-04-27
8470156,1983-04-03
8470159,1983-10-19
8470162,1983-12-19
8470169,1983-12-17
8470170,1984-03-29
8470171,1984-02-11
8470176,1984-02-08
8470180,1983-02-14
8470187,1984-01-19
8470189,1983-04-20
8470192,1983-10-31
8470199,1983-04-14
8470201,1984-01-04
8470203,1982-06-10
8470207,1983-09-23
8470222,1984-02-21
8470223,1982-09-30
8470225,1981-04-19
8470230,1984-04-15
8470232,1982-02-19
8470257,1984-03-01
8470265,1984-05-06
8470268,1983-10-11
8470273,1984-06-04
8470274,1983-06-02
8470280,1984-01-22
8470281,1983-07-16
8470283,1984-03-10
8470289,1982-12-09
8470294,1984-06-27
8470295,1982-08-25
8470299,1983-12-17
8470301,1984-02-23
8470302,1983-06-22
8470309,1983-02-19
8470310,1983-09-27
8470317,1982-12-10
8470318,1984-03-02
8470321,1978-10-26
8470324,1984-08-14
8470329,1984-07-09
8470358,1981-04-11
8470366,1983-08-11
8470370,1982-06-22
8470373,1977-09-04
8470378,1984-01-06
8470383,1981-11-18
8470543,1979-09-26
8470564,1980-03-14
8470575,1978-12-03
8470578,1981-01-04
8470580,1978-09-03
8470595,1984-10-29
8470596,1985-05-29
8470597,1984-11-05
8470598,1984-01-19
8470599,1984-12-07
8470600,1985-01-21
8470601,1985-02-27
8470602,1985-04-10
8470603,1985-02-03
8470604,1985-01-01
8470605,1984-03-28
8470606,1984-11-04
8470607,1985-04-20
8470608,1985-01-10
8470609,1985-03-31
8470610,1984-07-28
8470611,1985-09-07
8470612,1985-05-10
8470613,1985-03-09
8470614,1984-04-27
8470615,1985-05-22
8470616,1984-08-31
8470617,1985-02-11
8470618,1985-01-05
8470619,1984-12-18
8470620,1984-04-13
8470621,1985-05-16
8470622,1984-05-01
8470623,1985-01-03
8470625,1985-03-20
8470626,1985-07-17
8470630,1984-12-13
8470631,1984-11-18
8470634,1984-10-14
8470635,1985-03-29
8470636,1985-02-07
8470638,1985-07-24
8470639,1985-07-13
8470640,1984-09-25
8470642,1985-08-14
8470644,1984-09-30
8470647,1985-07-10
8470648,1985-07-20
8470649,1985-02-01
8470651,1985-01-13
8470654,1985-03-29
8470655,1984-05-01
8470656,1984-10-18
8470661,1985-04-29
8470662,1985-01-28
8470666,1985-01-28
8470667,1985-04-06
8470671,1984-09-06
8470672,1984-07-19
8470678,1985-07-05
8470680,1984-09-05
8470685,1984-05-30
8470687,1985-09-11
8470697,1985-04-24
8470699,1978-06-18
8470700,1984-07-21
8470704,1985-01-23
8470705,1984-05-08
8470708,1985-04-20
8470713,1985-03-11
8470714,1984-01-05
8470719,1985-06-26
8470724,1985-08-12
8470729,1984-10-30
8470735,1984-03-26
8470737,1984-04-24
8470740,1983-02-04
8470741,1985-02-09
8470743,1981-09-18
8470750,1985-01-22
8470755,1985-02-04
8470760,1985-06-21
8470774,1984-10-03
8470775,1984-10-05
8470777,1984-12-07
8470778,1984-02-17
8470780,1984-09-29
8470787,1983-10-26
8470794,1984-07-11
8470798,1984-08-29
8470803,1984-05-25
8470804,1983-08-10
8470809,1984-01-26
8470816,1985-07-16
8470828,1984-11-05
8470834,1985-03-27
8470838,1984-07-15
8470839,1983-08-09
8470843,1985-01-06
8470852,1983-11-01
8470854,1983-11-29
8470867,1985-01-25
8470871,1984-05-29
8470876,1984-11-25
8470877,1984-08-10
8470886,1985-02-19
8470896,1980-08-08
8470899,1984-02-02
8470905,1981-07-23
8470920,1984-03-31
8470966,1983-10-03
8470970,1985-05-15
8470986,1984-07-07
8470988,1984-04-22
8470996,1985-06-13
8471004,1981-03-07
8471011,1980-01-28
8471185,1982-12-28
8471187,1982-01-15
8471188,1980-05-25
8471208,1982-09-28
8471214,1985-09-17
8471215,1986-07-31
8471216,1986-04-04
8471217,1985-12-12
8471218,1986-08-31
8471220,1985-10-10
8471221,1985-10-09
8471222,1986-02-01
8471223,1986-02-14
8471226,1985-10-30
8471228,1986-07-05
8471229,1986-01-16
8471231,1986-02-19
8471232,1986-07-28
8471233,1985-05-13
8471234,1986-02-24
8471235,1985-09-23
8471236,1985-10-13
8471237,1986-03-13
8471238,1986-07-01
8471240,1986-02-25
8471241,1986-06-01
8471242,1985-10-12
8471245,1986-06-05
8471246,1986-01-29
8471253,1985-01-20
8471254,1986-03-09
8471260,1986-02-18
8471261,1986-02-21
8471262,1985-10-12
8471263,1986-04-22
8471265,1985-02-19
8471266,1984-11-24
8471268,1986-08-15
8471269,1985-01-22
8471273,1986-04-29
8471274,1985-07-30
8471276,1986-04-28
8471277,1986-02-26
8471279,1984-10-17
8471280,1985-12-24
8471282,1985-07-28
8471283,1984-03-16
8471284,1986-06-08
8471288,1986-01-05
8471290,1985-10-11
8471296,1986-04-25
8471299,1986-04-16
8471303,1986-04-21
8471309,1979-12-23
8471310,1986-07-16
8471311,1986-07-15
8471312,1986-02-27
8471314,1984-09-24
8471321,1985-11-29
8471323,1984-06-14
8471324,1986-01-27
8471326,1986-03-23
8471327,1986-03-03
8471331,1986-03-12
8471334,1985-08-25
8471336,1986-03-17
8471338,1985-01-30
8471339,1985-03-21
8471346,1986-05-13
8471348,1986-06-16
8471352,1985-03-04
8471359,1981-09-22
8471360,1984-08-31
8471362,1984-01-31
8471365,1986-08-20
8471368,1985-12-30
8471371,1985-06-24
8471372,1984-05-11
8471385,1984-03-29
8471386,1984-09-05
8471388,1986-06-08
8471390,1985-12-14
8471392,1986-04-28
8471396,1985-03-14
8471399,1985-06-02
8471402,1984-04-13
8471409,1985-12-13
8471411,1986-01-26
8471413,1986-05-26
8471419,1985-07-11
8471426,1985-08-17
8471428,1985-06-04
8471429,1985-09-08
8471436,1985-05-21
8471450,1985-04-25
8471451,1986-04-24
8471457,1986-05-21
8471474,1984-01-09
8471476,1985-03-06
8471477,1985-04-24
8471480,1982-05-11
8471482,1985-04-14
8471483,1984-12-15
8471490,1985-07-15
8471498,1986-03-15
8471504,1981-12-10
8471508,1986-05-01
8471514,1982-07-08
8471516,1984-11-08
8471521,1984-07-28
8471628,1984-05-16
8471634,1983-03-02
8471636,1984-08-28
8471641,1982-11-09
8471657,1984-06-26
8471663,1986-12-15
8471664,1985-09-17
8471668,1987-03-14
8471669,1985-12-27
8471670,1987-05-24
8471671,1987-02-02
8471675,1987-08-07
8471676,1987-03-17
8471677,1987-01-13
8471678,1986-09-29
8471680,1987-01-01
8471681,1987-05-19
8471682,1987-01-01
8471683,1987-03-26
8471685,1987-08-24
8471686,1987-01-13
8471689,1987-06-09
8471691,1987-02-20
8471692,1987-03-17
8471693,1987-02-10
8471694,1987-01-04
8471696,1986-09-29
8471697,1987-03-07
8471698,1986-12-23
8471699,1987-06-14
8471700,1987-09-04
8471701,1987-06-29
8471702,1986-12-06
8471703,1987-04-03
8471704,1987-01-29
8471705,1987-06-22
8471707,1987-09-03
8471708,1987-04-13
8471709,1987-03-30
8471710,1987-04-27
8471711,1987-02-05
8471713,1987-06-29
8471714,1987-08-07
8471716,1987-02-25
8471717,1986-10-12
8471718,1987-03-23
8471719,1986-10-28
8471724,1987-04-24
8471728,1987-02-17
8471729,1987-05-02
8471730,1986-12-03
8471733,1987-04-25
8471735,1986-09-09
8471736,1986-12-03
8471738,1987-08-26
8471741,1987-08-27
8471742,1987-08-08
8471743,1987-07-02
8471746,1987-01-26
8471747,1987-04-01
8471748,1986-09-29
8471752,1987-03-11
8471753,1985-12-10
8471756,1987-01-21
8471760,1987-01-07
8471761,1986-10-27
8471762,1987-03-15
8471763,1987-02-14
8471764,1986-12-28
8471766,1986-05-13
8471767,1986-09-27
8471768,1987-02-14
8471769,1987-06-06
8471778,1986-05-11
8471786,1986-09-18
8471794,1987-01-21
8471803,1985-04-14
8471804,1987-07-24
8471807,1987-01-29
8471810,1987-03-17
8471811,1986-09-30
8471816,1987-05-15
8471817,1987-01-20
8471821,1986-11-22
8471829,1987-06-25
8471832,1987-01-14
8471840,1987-06-02
8471842,1986-04-30
8471846,1987-02-23
8471848,1987-03-03
8471851,1986-10-23
8471853,1987-05-31
8471856,1985-08-20
8471859,1987-03-20
8471862,1986-03-09
8471863,1987-03-06
8471868,1987-05-02
8471873,1986-08-01
8471879,1986-12-02
8471885,1987-01-18
8471887,1987-01-01
8471895,1985-07-30
8471912,1986-12-03
8471916,1985-06-27
8471941,1987-07-08
8471956,1986-07-27
8471958,1984-04-29
8471972,1984-01-06
8471976,1986-09-14
8471978,1986-03-03
8471996,1981-05-12
8472008,1980-11-02
8472215,1982-04-07
8472248,1982-09-18
8472262,1983-04-05
8472263,1980-10-31
8472338,1983-01-18
8472355,1984-09-01
8472361,1983-06-20
8472365,1981-10-17
8472368,1983-12-23
8472370,1984-02-23
8472379,1982-07-19
8472382,1982-10-30
8472394,1983-06-08
8472410,1983-10-09
8472424,1985-04-15
8473385,1982-06-17
8473407,1978-09-14
8473412,1987-11-12
8473415,1988-04-04
8473416,1988-07-05
8473419,1988-05-11
8473422,1987-10-31
8473426,1987-12-16
8473431,1988-03-01
8473432,1986-12-20
8473433,1988-03-29
8473438,1987-09-30
8473440,1988-04-28
8473444,1986-10-13
8473446,1988-03-21
8473449,1988-04-16
8473453,1987-01-08
8473456,1988-03-06
8473459,1988-07-25
8473463,1987-01-23
8473465,1988-08-05
8473466,1988-03-17
8473468,1988-04-14
8473473,1988-06-07
8473482,1988-03-16
8473484,1988-05-18
8473485,1987-10-30
8473488,1986-03-10
8473491,1987-11-29
8473492,1988-06-07
8473493,1988-03-30
8473496,1987-12-26
8473501,1988-05-19
8473504,1987-11-18
8473505,1988-02-03
8473507,1987-12-09
8473510,1987-11-15
8473511,1987-02-04
8473512,1988-01-12
8473514,1987-10-05
8473525,1987-11-10
8473526,1988-04-14
8473533,1988-09-10
8473534,1988-06-02
8473536,1988-04-25
8473537,1986-01-17
8473539,1987-11-05
8473542,1987-09-28
8473544,1987-09-22
8473546,1987-10-05
8473548,1987-10-02
8473550,1988-07-11
8473558,1988-06-01
8473560,1988-02-16
8473562,1986-08-09
8473563,1987-11-23
8473564,1988-02-17
8473565,1988-01-04
8473568,1987-02-28
8473569,1988-01-20
8473571,1988-02-25
8473573,1988-05-24
8473574,1988-02-19
8473579,1986-07-14
8473580,1988-03-17
8473582,1988-02-18
8473584,1986-09-07
8473588,1986-08-06
8473589,1988-02-05
8473592,1988-01-10
8473600,1987-04-29
8473604,1988-04-29
8473605,1988-04-22
8473608,1988-02-03
8473610,1988-02-29
8473611,1988-04-30
8473616,1986-08-01
8473618,1988-01-05
8473646,1983-08-03
8473647,1986-01-23
8473658,1988-02-17
8473673,1987-05-07
8473682,1983-01-02
8473687,1981-08-05
8473700,1987-02-03
8473712,1987-10-29
8473722,1982-09-26
8473734,1984-08-06
8473827,1985-11-17
8473867,1981-08-26
8473898,1985-11-30
8473904,1983-11-15
8473905,1985-10-16
8473908,1984-02-07
8473911,1984-04-26
8473913,1983-10-30
8473914,1985-02-04
8473916,1984-03-06
8473921,1984-07-05
8473924,1978-02-13
8473927,1983-05-03
8473931,1985-08-13
8473932,1985-06-22
8473933,1984-02-20
8473942,1985-02-08
8473944,1982-10-31
8473953,1984-10-13
8473962,1985-09-08
8473970,1986-08-12
8473973,1984-10-22
8473986,1989-09-14
8473989,1989-07-25
8473991,1988-09-24
8473992,1988-10-11
8473994,1989-07-18
8473997,1988-10-01
8473999,1989-07-12
8474000,1988-09-24
8474001,1988-04-22
8474002,1989-04-25
8474005,1989-01-20
8474008,1988-09-24
8474009,1988-04-20
8474012,1989-01-19
8474013,1989-02-21
8474018,1989-02-20
8474019,1989-09-12
8474024,1989-01-29
8474025,1989-02-10
8474027,1987-02-10
8474029,1989-01-15
8474030,1989-09-07
8474031,1989-01-29
8474032,1989-07-11
8474034,1988-04-23
8474035,1988-09-21
8474037,1989-05-04
8474038,1989-04-27
8474040,1989-08-10
8474042,1989-07-24
8474045,1988-09-23
8474046,1989-05-09
8474048,1989-06-11
8474049,1989-04-24
8474050,1988-12-24
8474052,1989-04-07
8474053,1989-03-28
8474056,1989-05-13
8474059,1987-02-05
8474061,1989-04-18
8474062,1989-05-09
8474063,1989-05-09
8474066,1989-02-08
8474068,1989-08-14
8474074,1989-02-22
8474076,1989-03-25
8474077,1988-09-10
8474085,1986-05-15
8474089,1989-05-20
8474090,1989-02-08
8474091,1989-02-14
8474094,1988-06-01
8474095,1989-04-23
8474096,1988-09-19
8474098,1989-04-20
8474100,1989-07-05
8474102,1988-05-28
8474113,1989-04-03
8474114,1989-01-22
8474121,1989-02-12
8474125,1986-11-09
8474128,1989-05-19
8474130,1989-07-25
8474131,1988-09-19
8474134,1988-09-23
8474135,1988-06-25
8474137,1989-03-08
8474138,1988-02-27
8474139,1989-01-04
8474141,1988-11-19
8474143,1987-05-11
8474145,1989-03-18
8474146,1988-10-14
8474149,1989-03-12
8474150,1989-03-17
8474151,1989-06-13
8474153,1988-12-31
8474154,1987-11-18
8474157,1988-11-20
8474161,1989-08-15
8474162,1989-02-21
8474163,1989-03-10
8474164,1989-01-30
8474166,1987-07-26
8474168,1989-02-05
8474176,1988-08-23
8474177,1987-05-25
8474184,1988-11-05
8474189,1989-05-08
8474190,1988-08-26
8474192,1988-01-03
8474195,1989-03-26
8474201,1986-12-06
8474207,1987-05-15
8474218,1988-06-09
8474220,1987-09-04
8474222,1987-05-24
8474225,1984-05-17
8474230,1986-03-30
8474236,1988-12-28
8474250,1988-04-05
8474291,1985-10-16
8474383,1987-06-14
8474436,1987-01-16
8474497,1985-11-28
8474498,1983-10-04
8474500,1984-12-17
8474511,1987-04-13
8474516,1986-01-20
8474518,1984-11-22
8474519,1986-01-24
8474520,1984-11-13
8474531,1984-12-12
8474535,1986-03-06
8474551,1983-10-06
8474552,1985-02-06
8474554,1987-10-20
8474557,1984-08-13
8474563,1989-12-08
8474564,1990-02-07
8474565,1990-01-18
8474566,1990-05-25
8474567,1990-07-15
8474568,1989-11-02
8474569,1989-10-20
8474570,1990-02-18
8474571,1989-12-16
8474573,1989-10-02
8474574,1990-02-01
8474575,1990-03-08
8474576,1989-10-04
8474577,1990-01-30
8474578,1990-05-31
8474579,1990-01-30
8474581,1990-07-04
8474582,1990-02-21
8474584,1990-06-24
8474585,1990-01-19
8474586,1990-05-15
8474587,1990-06-05
8474588,1988-05-12
8474589,1989-10-06
8474590,1990-01-10
8474592,1990-03-15
8474594,1990-01-15
8474597,1989-11-30
8474598,1990-01-06
8474600,1990-06-01
8474601,1990-02-18
8474602,1990-07-06
8474603,1990-06-21
8474604,1990-05-18
8474605,1990-09-12
8474606,1990-04-24
8474607,1990-01-30
8474609,1990-06-18
8474610,1989-11-01
8474611,1990-03-19
8474612,1990-08-16
8474613,1990-06-18
8474615,1990-08-21
8474616,1990-06-14
8474618,1990-02-23
8474625,1989-11-21
8474627,1987-12-23
8474628,1990-06-07
8474629,1990-03-10
8474631,1989-09-17
8474634,1990-02-21
8474638,1988-02-04
8474641,1990-02-06
8474642,1990-03-25
8474646,1990-03-22
8474649,1989-12-26
8474657,1989-11-16
8474659,1990-05-09
8474660,1990-05-30
8474661,1990-07-17
8474662,1989-10-10
8474666,1989-04-22
8474668,1988-08-05
8474670,1990-09-11
8474673,1990-06-07
8474674,1990-03-24
8474679,1989-09-01
8474681,1990-05-30
8474683,1990-04-20
8474685,1989-12-24
8474688,1990-06-20
8474691,1990-03-28
8474693,1990-05-01
8474697,1989-07-12
8474698,1989-05-17
8474705,1988-01-01
8474707,1989-12-07
8474709,1989-05-08
8474715,1989-06-05
8474716,1989-11-29
8474717,1990-03-23
8474719,1990-05-03
8474722,1990-04-14
8474727,1988-07-11
8474730,1987-08-27
8474731,1988-08-25
8474736,1990-06-15
8474739,1988-04-12
8474743,1988-07-26
8474744,1988-12-29
8474748,1990-03-25
8474749,1988-06-04
8474762,1990-02-25
8474772,1986-10-02
8474774,1990-03-13
8474793,1988-06-27
8474818,1987-07-26
8474837,1990-04-23
8474844,1989-08-09
8474849,1989-11-21
8474850,1988-09-20
8474870,1990-07-29
8474873,1990-07-16
8474884,1989-11-24
8474892,1990-03-06
8474939,1984-01-17
8475060,1986-10-20
8475068,1985-04-06
8475073,1985-07-29
8475085,1985-10-01
8475086,1985-02-23
8475087,1986-03-10
8475098,1986-03-19
8475102,1986-07-07
8475104,1988-02-16
8475105,1987-04-29
8475115,1985-02-25
8475118,1984-07-20
8475119,1988-05-24
8475128,1984-11-13
8475147,1990-09-29
8475148,1991-02-24
8475149,1990-10-06
8475150,1990-11-02
8475151,1991-02-01
8475153,1991-01-03
8475154,1991-04-01
8475155,1991-07-27
8475157,1991-08-08
8475158,1991-02-07
8475159,1991-01-28
8475160,1991-01-13
8475161,1991-02-03
8475162,1990-10-17
8475163,1990-10-01
8475164,1990-10-13
